source,translation,target,legal_entity,BLEU,METEOR,COMET,term
"In view of the structure adjustments resulting from the abolition of rye intervention, it is appropriate to provide for transitional measures for certain rye production regions financed with part of the amounts generated by modulation.","In Anbetracht der sich infolge der Abschaffung der Intervention bei Roggen ergebenden Strukturanpassungszwänge sollten Übergangsmaßnahmen für bestimmte Roggen erzeugende Regionen vorgesehen werden, die teilweise mit den durch die Modulation erwirtschafteten Beträgen finanziert werden.","In Anbetracht der sich infolge der Abschaffung der Intervention bei Roggen ergebenden Strukturanpassungszwänge sollten Übergangsmaßnahmen für bestimmte Roggen erzeugende Regionen vorgesehen werden, die teilweise mit den durch die Modulation erwirtschafteten Beträgen finanziert werden.","structure, intervention",1.0000000000000004,0.9999883381924198,0.929737389087677,intervention
"Council Directive 70/524/EEC of 23 November 1970 concerning additives in feedingstuffs(12), provides for an authorisation procedure for placing on the market additives used in feedingstuffs.",Die Richtlinie 70/524/EWG des Rates vom 23. November 1970 über Zusatzstoffe in der Tierernährung(12) regelt das Zulassungsverfahren für das Inverkehrbringen von Zusatzstoffen für Futtermittel.,Die Richtlinie 70/524/EWG des Rates vom 23. November 1970 über Zusatzstoffe in der Tierernährung(12) regelt die Zulassung des Inverkehrbringens von Zusatzstoffen für Futtermittel.,procedure,0.79096015958855,0.8861209964412811,0.9357136487960815,procedure
"If data collected through routine monitoring in accordance with Article 4 are not sufficient, coordinated monitoring programmes concerning one or more zoonoses and/or zoonotic agents may be established in accordance with the procedure referred to in Article 12(2).","Sind die bei der Routineüberwachung nach Artikel 4 erfassten Daten nicht ausreichend, so können nach dem Verfahren gemäß Artikel 12 Absatz 2 für eine oder mehrere Zoonosen und/oder einen oder mehrere Zoonoseerreger koordinierte Überwachungsprogramme aufgestellt werden.","Sind die bei der Routineueberwachung nach Artikel 4 erfassten Daten nicht ausreichend, so können nach dem Verfahren gemäß Artikel 12 Absatz 2 für eine oder mehrere Zoonosen und/oder einen oder mehrere Zoonoseerreger koordinierte Überwachungsprogramme aufgestellt werden.","article, procedure",0.9336510695862633,0.9736073199800084,0.9288251996040344,procedure
They shall be amended in accordance with the same procedure.,Die Änderung erfolgt nach dem gleichen Verfahren.,Die Änderung dieser Entscheidungen erfolgt nach dem gleichen Verfahren.,procedure,0.5959429410903774,0.8099489795918368,0.8583526611328125,procedure
"Technical specification of the index, including revisions to the weighting structure, can be redefined in accordance with the procedure referred to in Article 12(2).","Die technischen Spezifikationen des Index, einschließlich Überarbeitungen der Gewichtungsstruktur, können nach dem in Artikel 12 Absatz 2 genannten Verfahren neu festgelegt werden.","Die technischen Spezifikationen des Index, einschließlich Überarbeitungen der Gewichtungsstruktur, können nach dem in Artikel 12 Absatz 2 genannten Verfahren neu festgelegt werden.","structure, article, specification, procedure",1.0000000000000004,0.999968,0.9504990577697754,procedure
The procedure laid down in Article 24 shall apply for the purposes of: (a) determining the products to which intervention measures are to apply and specifying the qualities which may be bought in;,"Nach dem Verfahren des Artikels 24 werden a) die Erzeugnisse bestimmt, die Gegenstand von Interventionsmaßnahmen sind, und, soweit es den Ankauf betrifft, die Qualitäten festgesetzt;","Nach dem Verfahren des Artikels 24 werden a) die Erzeugnisse bestimmt, die Gegenstand von Interventionsmaßnahmen sind, und, soweit es den Ankauf betrifft, die Qualitäten festgesetzt;","article, intervention, procedure",1.0000000000000004,0.9999832164076399,0.950755774974823,procedure
"The CRL, together with ENGL, shall provide further information about the operational procedures of the validation process and shall make the documents available.",Das GRL und das Netz ENGL werden weitere Angaben zu den konkreten Abläufen des Validierungsprozesses machen und die Unterlagen zur Verfügung stellen.,Das GRL und das Netz ENGL werden weitere Angaben zu den konkreten Abläufen des Validierungsprozesses machen und Unterlagen zur Verfügung stellen.,"process, information, make",0.8787419089273847,0.995101155528963,0.9261919856071472,information
"For the purpose of measuring the percentage change, either upward or downward, in the purchasing power of salaries in the national civil services, Eurostat shall, on the basis of information supplied before the end of September by the national authorities concerned, calculate specific indicators reflecting changes in the real remuneration of civil servants in central government, between the month of July of the previous year and the month of July of the current year.","Um zu ermitteln, inwieweit sich die Kaufkraft der Gehälter im nationalen öffentlichen Dienst prozentual erhöht oder verringert hat, stellt Eurostat anhand der Angaben, die bis Ende September von den betreffenden nationalen Behörden eingegangen sind, spezifische Indikatoren auf, aus denen hervorgeht, wie sich die realen Dienstbezüge der Beamten der Zentralregierung zwischen dem Monat Juli des Vorjahres und dem Monat Juli des laufenden Jahres entwickelt haben.","Um zu ermitteln, inwieweit sich die Kaufkraft der Gehälter im öffentlichen Dienst der Mitgliedstaaten prozentual erhöht oder verringert hat, stellt Eurostat anhand der Angaben, die bis Ende September von den betreffenden nationalen Behörden eingegangen sind, spezifische Indikatoren auf, aus denen hervorgeht, wie sich die realen Dienstbezüge der nationalen Beamten in den Zentralverwaltungen zwischen dem Monat Juli des Vorjahres und dem Monat Juli des laufenden Jahres entwickelt haben.","information, civil, government",0.8522962702424097,0.9459972862957937,0.9069888591766357,information
It is necessary to ensure a reasonable level of quality in the information disseminated and the maintenance of existing statistical series.,"Es ist notwendig, ein angemessenes Qualitätsniveau der verbreiteten Informationen sicherzustellen und die bestehenden statistischen Reihen zu pflegen.",Die verbreiteten Daten müssen eine akzeptable Qualität aufweisen und die vorhandenen statistischen Reihen müssen gepflegt werden.,"information, reasonable",0.06336859268415405,0.3328191741813004,0.8949974179267883,information
This information shall be provided annually and at the latest in the documents accompanying the preliminary draft budget.,"Die Angaben werden jährlich rechtzeitig vorgelegt, und zwar spätestens zusammen mit den Dokumenten zum Haushaltsvorentwurf.","Die Angaben werden jährlich rechtzeitig vorgelegt, und zwar spätestens zusammen mit den Dokumenten zum Haushaltsvorentwurf.","information, draft",1.0000000000000004,0.999898229187869,0.9626715183258057,information
"If it is impracticable to disclose any of this information, this fact should be disclosed.","Sofern es unpraktisch ist, diese Informationen offenzulegen, sollte dieser Umstand offengelegt werden.","Sofern dies im Einzelfall nicht durchführbar oder wirtschaftlich nicht vertretbar ist, ist diese Tatsache anzugeben.","information, fact",0.05783997547556231,0.1488095238095238,0.720257043838501,information
"The aim of this module is the timely provision of statistics on individuals, households and the information society.","Zweck dieses Moduls ist die zeitnahe Bereitstellung von Statistiken über Einzelpersonen, Haushalte und die Informationsgesellschaft.","Zweck dieses Moduls ist die zeitnahe Bereitstellung von Statistiken über Einzelpersonen, Haushalte und die Informationsgesellschaft.","information, timely",1.0000000000000004,0.999898229187869,0.9678158760070801,timely
additional time is needed in order to achieve a resolution which is in the Community interest.,"Es wird zusätzliche Zeit benötigt, um eine im Gemeinschaftsinteresse liegende Lösung herbeizuführen.","es wird zusätzliche Zeit benötigt, um eine im Gemeinschaftsinteresse liegende Lösung herbeizuführen.","interest, order, resolution",0.9193227152249175,0.9998177842565598,0.9595875144004822,timely
Priority will be given to:,Vorrang erhalten folgende Maßnahmen:,Vorrang erhalten folgende Maßnahmen:,"will, priority",1.0000000000000004,0.996,0.9904152750968933,timely
The inspection shall be performed within a reasonable time frame.,Die Überprüfung ist innerhalb eines vertretbaren Zeitraums durchzuführen.,Die Überprüfung ist innerhalb eines vertretbaren Zeitraums durchzuführen.,reasonable,1.0000000000000004,0.9993141289437586,0.97737717628479,timely
EFFECTIVE DATE,ZEITPUNKT DES INKRAFTTRETENS,ZEITPUNKT DES INKRAFTTRETENS,,0.0,0.9814814814814815,0.9815276265144348,timely
"The vast majority of the consumer market is taken by the 312 g net weight/(175 g drained) size, although the share of sales taken by the larger 850 g/(480 g) size is increasing.","Vorherrschend auf dem Verbrauchermarkt sind die Verpackungen mit einem Gewicht des Inhalts von 312 g (175 g Abtropfgewicht), allerdings steigt der Verkaufsanteil der größeren Verpackungen mit einem Gewicht des Inhalts von 850 g (480 g).","Vorherrschend auf dem Verbrauchermarkt sind die Verpackungen mit einem Gewicht des Inhalts von 312 g (175 g Abtropfgewicht), allerdings steigt der Verkaufsanteil der größeren Verpackungen mit einem Gewicht des Inhalts von 850 g (480 g).","majority, sales, net, share",1.0000000000000004,0.9999927453171021,0.9181275963783264,majority
It may by a qualified majority amend or repeal the measures in question.,Er kann die betreffenden Maßnahmen mit qualifizierter Mehrheit ändern oder aufheben.,Er kann die betreffende Maßnahme der Kommission mit qualifizierter Mehrheit ändern oder aufheben.,"majority, repeal, amend",0.5367088830805399,0.7217391304347825,0.9049469232559204,majority
a majority of the voting rights must be held by natural persons or firms of auditors who satisfy at least the conditions imposed in Articles 3 to 19 with the exception of Article 11 (1) (b);,"Die Mehrheit der Stimmrechte ist im Besitz von natürlichen Personen oder Prüfungsgesellschaften, die mindestens die in den Artikeln 3 bis 19 genannten Voraussetzungen, mit Ausnahme derer des Artikels 11 Absatz 1 Buchstabe b), erfüllen;","Die Mehrheit der Stimmrechte ist im Besitz von natürlichen Personen oder Prüfungsgesellschaften, die mindestens die in den Artikeln 3 bis 19 genannten Voraussetzungen, mit Ausnahme derer des Artikels 11 Absatz 1 Buchstabe b), erfüllen;","rights, article, majority, held, exception",1.0000000000000004,0.9999915709974881,0.9463693499565125,majority
"Where the Committee's deliberations are followed by a vote, a two-thirds majority of the members present shall be required. The minimum shall, however, be 10 votes in favour.","Wird zum Abschluss der Beratungen zu einem Tagesordnungspunkt über einen Vorschlag abgestimmt, gilt dieser als angenommen, wenn zwei Drittel der anwesenden Mitglieder, mindestens jedoch zehn, dafür stimmen.","Wird zum Abschluß der Beratungen zu einem Tagesordnungspunkt über einen Vorschlag abgestimmt, gilt dieser als angenommen, wenn zwei Drittel der anwesenden Mitglieder, mindestens jedoch zehn, dafür stimmen.",majority,0.9247332419808174,0.9686199271592091,0.9258842468261719,majority
Decisions by the Management Board shall be taken by an absolute majority of its members.,Die Beschlüsse des Verwaltungsrats werden mit der absoluten Mehrheit der Mitglieder gefasst.,Die Beschlüsse des Verwaltungsrats werden mit der absoluten Mehrheit der Mitglieder gefaßt.,"majority, absolute",0.8423626743789745,0.920940170940171,0.9493308067321777,majority
"Common examples of items encompassed by these broad headings are computer software, patents, copyrights, motion picture films, customer lists, mortgage servicing rights, fishing licences, import quotas, franchises, customer or supplier relationships, customer loyalty, market share and marketing rights.","Gängige Beispiele für Rechte und Werte, die unter diese Oberbegriffe fallen, sind Computersoftware, Patente, Urheberrechte, Filmmaterial, Kundenlisten, Hypothekenbedienungsrechte, Fischereilizenzen, Importquoten, Franchiseverträge, Kunden- oder Lieferantenbeziehungen, Kundenloyalität, Marktanteile und Absatzrechte.","Gängige Beispiele für Rechte und Werte, die unter diese Oberbegriffe fallen, sind Computersoftware, Patente, Urheberrechte, Filmmaterial, Kundenlisten, Hypothekenbedienungsrechte, Fischereilizenzen, Importquoten, Franchiseverträge, Kunden- oder Lieferantenbeziehungen, Kundenloyalität, Marktanteile und Absatzrechte.","rights, share, motion, mortgage",1.0000000000000004,0.9999932512687615,0.9422994256019592,net
